Freq,Normalised Spectra,velocity,Vlsr,V_LSRK,fit_X,fit_Y,Power_corrected,Normalised Power,a,b,c,,Vlsr,,expected
,,,,,,,,,,,,,-40.19,1.66,0.02586878604
,,,,,,,,,,,,,-39.16,1.8,0.02805049088
,,,,,,,,,,,,,-38.13,1.96,0.03054386785
,,,,,,,,,,,,,-37.1,2.15,0.033504753
,,,,,,,,,,,,,-36.07,2.36,0.03677731027
,,,,,,,,,,,,,-35.04,2.6,0.04051737572
,,,,,,,,,,,,,-34.01,2.85,0.04441327723
,,,,,,,,,,,,,-32.98,3.11,0.0484650148
,,,,,,,,,,,,,-31.95,3.37,0.05251675238
,,,,,,,,,,,,,-30.91,3.64,0.05672432601
,,,,,,,,,,,,,-29.88,3.93,0.06124357176
,,,,,,,,,,,,,-28.85,4.23,0.06591865358
,,,,,,,,,,,,,-27.82,4.55,0.07090540751
,,,,,,,,,,,,,-26.79,4.9,0.07635966963
,,,,,,,,,,,,,-25.76,5.27,0.08212560386
,,,,,,,,,,,,,-24.73,5.68,0.08851488234
,,,,,,,,,,,,,-23.7,6.13,0.09552750506
,,,,,,,,,,,,,-22.67,6.65,0.1036309802
,,,,,,,,,,,,,-21.64,7.23,0.1126694717
,,,,,,,,,,,,,-20.61,7.87,0.1226429796
,,,,,,,,,,,,,-19.58,8.57,0.1335515038
,,,,,,,,,,,,,-18.55,9.31,0.1450833723
,,,,,,,,,,,,,-17.52,10.08,0.1570827489
,,,,,,,,,,,,,-16.49,10.91,0.170017142
,,,,,,,,,,,,,-15.46,11.81,0.1840423874
,,,,,,,,,,,,,-14.43,12.81,0.1996259935
,,,,,,,,,,,,,-13.4,13.92,0.2169237962
,,,,,,,,,,,,,-12.37,15.15,0.2360916316
,,,,,,,,,,,,,-11.34,16.52,0.2574411719
,,,,,,,,,,,,,-10.3,18.06,0.2814399252
,,,,,,,,,,,,,-9.27,19.79,0.3083995637
,,,,,,,,,,,,,-8.24,21.79,0.3395667758
,,,,,,,,,,,,,-7.21,24.08,0.3752532336
,,,,,,,,,,,,,-6.18,26.71,0.4162381175
,,,,,,,,,,,,,-5.15,29.73,0.4633006078
,,,,,,,,,,,,,-4.12,33.17,0.5169082126
,,,,,,,,,,,,,-3.09,36.98,0.5762817516
,,,,,,,,,,,,,-2.06,41.06,0.6398628643
,,,,,,,,,,,,,-1.03,45.32,0.706249026
,,,,,,,,,,,,,0,49.59,0.7727910238
,,,,,,,,,,,,,1.03,53.6,0.8352812841
,,,,,,,,,,,,,2.06,57.02,0.8885772168
,,,,,,,,,,,,,3.09,59.71,0.930497117
,,,,,,,,,,,,,4.12,61.75,0.9622876734
,,,,,,,,,,,,,5.15,63.24,0.9855072464
,,,,,,,,,,,,,6.18,64.13,0.9993766558
,,,,,,,,,,,,,7.21,64.17,1
,,,,,,,,,,,,,8.24,62.62,0.9758454106
,,,,,,,,,,,,,9.27,58.82,0.9166277077
,,,,,,,,,,,,,10.3,53.04,0.8265544647
,,,,,,,,,,,,,11.34,46.1,0.7184042387
,,,,,,,,,,,,,12.37,38.87,0.605734767
,,,,,,,,,,,,,13.4,32.24,0.5024154589
,,,,,,,,,,,,,14.43,26.86,0.4185756584
,,,,,,,,,,,,,15.46,22.77,0.3548387097
,,,,,,,,,,,,,16.49,19.63,0.3059061867
,,,,,,,,,,,,,17.52,17.13,0.2669471716
,,,,,,,,,,,,,18.55,15.05,0.234533271
,,,,,,,,,,,,,19.58,13.28,0.2069502883
,,,,,,,,,,,,,20.61,11.76,0.1832632071
,,,,,,,,,,,,,21.64,10.45,0.1628486832
,,,,,,,,,,,,,22.67,9.28,0.1446158641
,,,,,,,,,,,,,23.7,8.22,0.1280972417
,,,,,,,,,,,,,24.73,7.27,0.113292816
,,,,,,,,,,,,,25.76,6.42,0.1000467508
,,,,,,,,,,,,,26.79,5.65,0.08804737416
,,,,,,,,,,,,,27.82,4.98,0.07760635811
,,,,,,,,,,,,,28.85,4.39,0.06841203054
,,,,,,,,,,,,,29.88,3.87,0.0603085554
,,,,,,,,,,,,,30.91,3.42,0.05329593268
,,,,,,,,,,,,,31.95,3.04,0.04737416238
,,,,,,,,,,,,,32.98,2.7,0.04207573633
,,,,,,,,,,,,,34.01,2.39,0.03724481845
,,,,,,,,,,,,,35.04,2.12,0.03303724482
,,,,,,,,,,,,,36.07,1.87,0.02914134331
,,,,,,,,,,,,,37.1,1.65,0.02571294998
,,,,,,,,,,,,,38.13,1.46,0.02275206483
,,,,,,,,,,,,,39.16,1.29,0.0201028518
,,,,,,,,,,,,,40.19,1.14,0.01776531089
,,,,,,,,,,,,,41.22,1,0.01558360605
,,,,,,,,,,,,,42.25,0.88,0.01371357332
,,,,,,,,,,,,,43.28,0.77,0.01199937666
,,,,,,,,,,,,,44.31,0.68,0.01059685211
,,,,,,,,,,,,,45.34,0.6,0.009350163628
,,,,,,,,,,,,,46.37,0.53,0.008259311205
,,,,,,,,,,,,,47.4,0.47,0.007324294842
,,,,,,,,,,,,,48.43,0.41,0.006389278479
,,,,,,,,,,,,,49.46,0.36,0.005610098177
,,,,,,,,,,,,,50.49,0.3,0.004675081814
,,,,,,,,,,,,,51.52,0.26,0.004051737572
,,,,,,,,,,,,,52.55,0.23,0.003584229391
,,,,,,,,,,,,,53.59,0.2,0.003116721209
,,,,,,,,,,,,,54.62,0.17,0.002649213028
,,,,,,,,,,,,,55.65,0.15,0.002337540907
,,,,,,,,,,,,,56.68,0.12,0.001870032726
,,,,,,,,,,,,,57.71,0.11,0.001714196665
,,,,,,,,,,,,,58.74,0.09,0.001402524544
,,,,,,,,,,,,,59.77,0.08,0.001246688484
,,,,,,,,,,,,,60.8,0.07,0.001090852423
,,,,,,,,,,,,,61.83,0.06,0.0009350163628
,,,,,,,,,,,,,62.86,0.05,0.0007791803023
,,,,,,,,,,,,,63.89,0.05,0.0007791803023
,,,,,,,,,,,,,64.92,0.04,0.0006233442419
,,,,,,,,,,,,,65.95,0.04,0.0006233442419
,,,,,,,,,,,,,66.98,0.03,0.0004675081814
,,,,,,,,,,,,,68.01,0.03,0.0004675081814
,,,,,,,,,,,,,69.04,0.03,0.0004675081814
,,,,,,,,,,,,,70.07,0.03,0.0004675081814
,,,,,,,,,,,,,71.1,0.03,0.0004675081814
,,,,,,,,,,,,,72.13,0.03,0.0004675081814
,,,,,,,,,,,,,73.16,0.02,0.0003116721209
,,,,,,,,,,,,,74.2,0.02,0.0003116721209
,,,,,,,,,,,,,75.23,0.02,0.0003116721209
,,,,,,,,,,,,,76.26,0.02,0.0003116721209
,,,,,,,,,,,,,77.29,0.02,0.0003116721209
,,,,,,,,,,,,,78.32,0.02,0.0003116721209
,,,,,,,,,,,,,79.35,0.01,0.0001558360605
,,,,,,,,,,,,,80.38,0.01,0.0001558360605
,,,,,,,,,,,,,81.41,0.01,0.0001558360605
,,,,,,,,,,,,,82.44,0.01,0.0001558360605
,,,,,,,,,,,,,83.47,0.01,0.0001558360605
,,,,,,,,,,,,,84.5,0.01,0.0001558360605
,,,,,,,,,,,,,85.53,0.01,0.0001558360605
,,,,,,,,,,,,,86.56,0.01,0.0001558360605
,,,,,,,,,,,,,87.59,0.01,0.0001558360605
,,,,,,,,,,,,,88.62,0.01,0.0001558360605
,,,,,,,,,,,,,89.65,0.01,0.0001558360605
,,,,,,,,,,,,,90.68,0.01,0.0001558360605
,,,,,,,,,,,,,91.71,0.01,0.0001558360605
,,,,,,,,,,,,,92.74,0.01,0.0001558360605
,,,,,,,,,,,,,93.77,0.01,0.0001558360605
,,,,,,,,,,,,,94.81,0.01,0.0001558360605
,,,,,,,,,,,,,95.84,0.01,0.0001558360605
,,,,,,,,,,,,,96.87,0.01,0.0001558360605
,,,,,,,,,,,,,97.9,0.01,0.0001558360605
,,,,,,,,,,,,,98.93,0.01,0.0001558360605
,,,,,,,,,,,,,99.96,0.01,0.0001558360605
,,,,,,,,,,,,,100.99,0.01,0.0001558360605
,,,,,,,,,,,,,102.02,0.01,0.0001558360605
,,,,,,,,,,,,,103.05,0.01,0.0001558360605
,,,,,,,,,,,,,104.08,0.01,0.0001558360605
,,,,,,,,,,,,,105.11,0.01,0.0001558360605
,,,,,,,,,,,,,106.14,0.01,0.0001558360605
,,,,,,,,,,,,,107.17,0.01,0.0001558360605
,,,,,,,,,,,,,108.2,0.01,0.0001558360605
,,,,,,,,,,,,,109.23,0.01,0.0001558360605
,,,,,,,,,,,,,110.26,0.01,0.0001558360605
,,,,,,,,,,,,,111.29,0.01,0.0001558360605
,,,,,,,,,,,,,112.32,0.01,0.0001558360605
,,,,,,,,,,,,,113.35,0.01,0.0001558360605
,,,,,,,,,,,,,114.38,0.01,0.0001558360605
,,,,,,,,,,,,,115.41,0.01,0.0001558360605
,,,,,,,,,,,,,116.45,0.01,0.0001558360605
,,,,,,,,,,,,,117.48,0.01,0.0001558360605
,,,,,,,,,,,,,118.51,0.01,0.0001558360605
,,,,,,,,,,,,,119.54,0.01,0.0001558360605
,,,,,,,,,,,,,120.57,0.01,0.0001558360605
,,,,,,,,,,,,,121.6,0.01,0.0001558360605
,,,,,,,,,,,,,122.63,0.01,0.0001558360605
,,,,,,,,,,,,,123.66,0.01,0.0001558360605
,,,,,,,,,,,,,124.69,0.01,0.0001558360605
,,,,,,,,,,,,,125.72,0.01,0.0001558360605
,,,,,,,,,,,,,126.75,0.01,0.0001558360605
,,,,,,,,,,,,,127.78,0,0
,,,,,,,,,,,,,128.81,0,0
,,,,,,,,,,,,,129.84,0,0
,,,,,,,,,,,,,130.87,0.01,0.0001558360605
,,,,,,,,,,,,,131.9,0.01,0.0001558360605
,,,,,,,,,,,,,132.93,0.01,0.0001558360605
,,,,,,,,,,,,,133.96,0.01,0.0001558360605
,,,,,,,,,,,,,134.99,0.01,0.0001558360605
,,,,,,,,,,,,,136.02,0.01,0.0001558360605
,,,,,,,,,,,,,137.06,0.01,0.0001558360605
,,,,,,,,,,,,,138.09,0.01,0.0001558360605
,,,,,,,,,,,,,139.12,0.01,0.0001558360605
,,,,,,,,,,,,,140.15,0,0
,,,,,,,,,,,,,141.18,0,0
,,,,,,,,,,,,,142.21,0,0
,,,,,,,,,,,,,143.24,0,0
,,,,,,,,,,,,,144.27,0,0
,,,,,,,,,,,,,145.3,0,0
,,,,,,,,,,,,,146.33,0,0
,,,,,,,,,,,,,147.36,0,0
,,,,,,,,,,,,,148.39,0,0
,,,,,,,,,,,,,149.42,0.01,0.0001558360605
,,,,,,,,,,,,,150.45,0.01,0.0001558360605
,,,,,,,,,,,,,151.48,0.01,0.0001558360605
,,,,,,,,,,,,,152.51,0.01,0.0001558360605
,,,,,,,,,,,,,153.54,0.01,0.0001558360605
,,,,,,,,,,,,,154.57,0.01,0.0001558360605
,,,,,,,,,,,,,155.6,0,0
,,,,,,,,,,,,,156.63,0,0
,,,,,,,,,,,,,157.66,0.01,0.0001558360605
,,,,,,,,,,,,,158.7,0.01,0.0001558360605
,,,,,,,,,,,,,159.73,0.01,0.0001558360605
,,,,,,,,,,,,,160.76,0,0
,,,,,,,,,,,,,161.79,0,0
,,,,,,,,,,,,,162.82,0.01,0.0001558360605
,,,,,,,,,,,,,163.85,0,0
,,,,,,,,,,,,,164.88,0,0
,,,,,,,,,,,,,165.91,0.01,0.0001558360605
,,,,,,,,,,,,,166.94,0.01,0.0001558360605
,,,,,,,,,,,,,167.97,0.01,0.0001558360605
,,,,,,,,,,,,,169,0.01,0.0001558360605
,,,,,,,,,,,,,170.03,0.01,0.0001558360605
,,,,,,,,,,,,,171.06,0.01,0.0001558360605
,,,,,,,,,,,,,172.09,0.01,0.0001558360605
,,,,,,,,,,,,,173.12,0.01,0.0001558360605
,,,,,,,,,,,,,174.15,0.01,0.0001558360605
,,,,,,,,,,,,,175.18,0,0
,,,,,,,,,,,,,176.21,0,0
,,,,,,,,,,,,,177.24,0,0
,,,,,,,,,,,,,178.27,0,0
,,,,,,,,,,,,,179.31,0,0
,,,,,,,,,,,,,180.34,0,0
,,,,,,,,,,,,,181.37,0,0
,,,,,,,,,,,,,182.4,0,0
,,,,,,,,,,,,,183.43,0,0
,,,,,,,,,,,,,184.46,0,0
,,,,,,,,,,,,,185.49,0,0
,,,,,,,,,,,,,186.52,0,0
,,,,,,,,,,,,,187.55,0,0
,,,,,,,,,,,,,188.58,0,0
,,,,,,,,,,,,,189.61,0,0
,,,,,,,,,,,,,190.64,0,0
,,,,,,,,,,,,,191.67,0.01,0.0001558360605
,,,,,,,,,,,,,192.7,0,0
,,,,,,,,,,,,,193.73,0,0
,,,,,,,,,,,,,194.76,0,0
,,,,,,,,,,,,,195.79,0.01,0.0001558360605
,,,,,,,,,,,,,196.82,0,0
,,,,,,,,,,,,,197.85,0,0
,,,,,,,,,,,,,198.88,0,0
,,,,,,,,,,,,,199.92,0,0
,,,,,,,,,,,,,200.95,0,0
,,,,,,,,,,,,,201.98,0,0
,,,,,,,,,,,,,203.01,0,0
,,,,,,,,,,,,,204.04,0,0
,,,,,,,,,,,,,205.07,0,0
,,,,,,,,,,,,,206.1,0,0
,,,,,,,,,,,,,207.13,0,0
,,,,,,,,,,,,,208.16,0,0
,,,,,,,,,,,,,209.19,0,0
,,,,,,,,,,,,,210.22,0,0
,,,,,,,,,,,,,211.25,0,0
,,,,,,,,,,,,,212.28,0,0
,,,,,,,,,,,,,213.31,0,0
,,,,,,,,,,,,,214.34,0,0
,,,,,,,,,,,,,215.37,0,0
,,,,,,,,,,,,,216.4,0,0
,,,,,,,,,,,,,217.43,0,0
,,,,,,,,,,,,,218.46,0,0
,,,,,,,,,,,,,219.49,0,0
,,,,,,,,,,,,,220.52,0,0
,,,,,,,,,,,,,221.56,0,0
,,,,,,,,,,,,,222.59,0,0
,,,,,,,,,,,,,223.62,0.01,0.0001558360605
,,,,,,,,,,,,,224.65,0.01,0.0001558360605
,,,,,,,,,,,,,225.68,0,0
,,,,,,,,,,,,,226.71,0,0
,,,,,,,,,,,,,227.74,0,0
,,,,,,,,,,,,,228.77,0,0
,,,,,,,,,,,,,229.8,0,0
,,,,,,,,,,,,,230.83,0,0
,,,,,,,,,,,,,231.86,0,0
,,,,,,,,,,,,,232.89,0,0
,,,,,,,,,,,,,233.92,0,0
,,,,,,,,,,,,,234.95,0,0
,,,,,,,,,,,,,235.98,0.01,0.0001558360605
,,,,,,,,,,,,,237.01,0.01,0.0001558360605
,,,,,,,,,,,,,238.04,0,0
,,,,,,,,,,,,,239.07,0,0
,,,,,,,,,,,,,240.1,0,0
,,,,,,,,,,,,,241.13,0,0
,,,,,,,,,,,,,242.17,0,0
,,,,,,,,,,,,,243.2,0,0
,,,,,,,,,,,,,244.23,0,0
,,,,,,,,,,,,,245.26,0,0
,,,,,,,,,,,,,246.29,0.01,0.0001558360605
,,,,,,,,,,,,,247.32,0,0
,,,,,,,,,,,,,248.35,0,0
,,,,,,,,,,,,,249.38,0,0
,,,,,,,,,,,,,250.41,0,0
,,,,,,,,,,,,,251.44,0,0
,,,,,,,,,,,,,252.47,0,0
,,,,,,,,,,,,,253.5,0,0
,,,,,,,,,,,,,254.53,0,0
,,,,,,,,,,,,,255.56,0,0
,,,,,,,,,,,,,256.59,0,0
,,,,,,,,,,,,,257.62,0,0
,,,,,,,,,,,,,258.65,0,0
,,,,,,,,,,,,,259.68,0,0
,,,,,,,,,,,,,260.71,0,0
,,,,,,,,,,,,,261.74,0.01,0.0001558360605
,,,,,,,,,,,,,262.77,0,0
,,,,,,,,,,,,,263.81,0,0
,,,,,,,,,,,,,264.84,0,0
,,,,,,,,,,,,,265.87,0,0
,,,,,,,,,,,,,266.9,0,0
,,,,,,,,,,,,,267.93,0,0
,,,,,,,,,,,,,268.96,0,0
,,,,,,,,,,,,,269.99,0,0
,,,,,,,,,,,,,271.02,0,0
,,,,,,,,,,,,,272.05,0,0
,,,,,,,,,,,,,273.08,0,0
,,,,,,,,,,,,,274.11,0,0
,,,,,,,,,,,,,275.14,0,0
,,,,,,,,,,,,,276.17,0,0
,,,,,,,,,,,,,277.2,0,0
,,,,,,,,,,,,,278.23,0,0
,,,,,,,,,,,,,279.26,0,0
,,,,,,,,,,,,,280.29,0,0
,,,,,,,,,,,,,281.32,0,0
,,,,,,,,,,,,,282.35,0,0
,,,,,,,,,,,,,283.38,0,0
,,,,,,,,,,,,,284.42,0,0
,,,,,,,,,,,,,285.45,0,0
,,,,,,,,,,,,,286.48,0,0
,,,,,,,,,,,,,287.51,0,0
,,,,,,,,,,,,,288.54,0,0
,,,,,,,,,,,,,289.57,0,0
,,,,,,,,,,,,,290.6,0,0
,,,,,,,,,,,,,291.63,0,0
,,,,,,,,,,,,,292.66,0,0
,,,,,,,,,,,,,293.69,0,0
,,,,,,,,,,,,,294.72,0,0
,,,,,,,,,,,,,295.75,0,0
,,,,,,,,,,,,,296.78,0,0
,,,,,,,,,,,,,297.81,0,0
,,,,,,,,,,,,,298.84,0,0
,,,,,,,,,,,,,299.87,0,0
,,,,,,,,,,,,,300.9,0,0
,,,,,,,,,,,,,301.93,0,0
,,,,,,,,,,,,,302.96,0,0
,,,,,,,,,,,,,303.99,0,0
,,,,,,,,,,,,,305.03,0,0
,,,,,,,,,,,,,306.06,0,0
,,,,,,,,,,,,,307.09,0,0
,,,,,,,,,,,,,308.12,0,0
,,,,,,,,,,,,,309.15,0,0
,,,,,,,,,,,,,310.18,0,0
,,,,,,,,,,,,,311.21,0,0
,,,,,,,,,,,,,312.24,0,0
,,,,,,,,,,,,,313.27,0,0
,,,,,,,,,,,,,314.3,0,0
,,,,,,,,,,,,,315.33,0,0
,,,,,,,,,,,,,316.36,0,0
,,,,,,,,,,,,,317.39,0,0
,,,,,,,,,,,,,318.42,0,0
,,,,,,,,,,,,,319.45,0,0
,,,,,,,,,,,,,320.48,0,0
,,,,,,,,,,,,,321.51,0,0
,,,,,,,,,,,,,322.54,0,0
,,,,,,,,,,,,,323.57,0,0
,,,,,,,,,,,,,324.6,0,0
,,,,,,,,,,,,,325.63,0,0
,,,,,,,,,,,,,326.67,0,0
,,,,,,,,,,,,,327.7,0,0
,,,,,,,,,,,,,328.73,0,0
,,,,,,,,,,,,,329.76,0,0
,,,,,,,,,,,,,330.79,0,0
,,,,,,,,,,,,,331.82,0,0
,,,,,,,,,,,,,332.85,0,0
,,,,,,,,,,,,,333.88,0,0
,,,,,,,,,,,,,334.91,0,0
,,,,,,,,,,,,,335.94,0,0
,,,,,,,,,,,,,336.97,0,0
,,,,,,,,,,,,,338,0,0
,,,,,,,,,,,,,339.03,0,0
,,,,,,,,,,,,,340.06,0,0
,,,,,,,,,,,,,341.09,0,0
,,,,,,,,,,,,,342.12,0,0
,,,,,,,,,,,,,343.15,0,0
,,,,,,,,,,,,,344.18,0,0
,,,,,,,,,,,,,345.21,0,0
,,,,,,,,,,,,,346.24,0,0
,,,,,,,,,,,,,347.28,0,0
,,,,,,,,,,,,,348.31,0,0
,,,,,,,,,,,,,349.34,0,0
,,,,,,,,,,,,,350.37,0,0
,,,,,,,,,,,,,351.4,0,0
,,,,,,,,,,,,,352.43,0,0
,,,,,,,,,,,,,353.46,0,0
,,,,,,,,,,,,,354.49,0,0
,,,,,,,,,,,,,355.52,0,0
,,,,,,,,,,,,,356.55,0,0
,,,,,,,,,,,,,357.58,0,0
,,,,,,,,,,,,,358.61,0,0
,,,,,,,,,,,,,359.64,0,0
,,,,,,,,,,,,,360.67,0,0
,,,,,,,,,,,,,361.7,0,0
,,,,,,,,,,,,,362.73,0,0
,,,,,,,,,,,,,363.76,0,0
,,,,,,,,,,,,,364.79,0,0
,,,,,,,,,,,,,365.82,0,0
,,,,,,,,,,,,,366.85,-0.01,-0.0001558360605
,,,,,,,,,,,,,367.88,0,0
,,,,,,,,,,,,,368.92,0,0
,,,,,,,,,,,,,369.95,0,0
,,,,,,,,,,,,,370.98,0,0
,,,,,,,,,,,,,372.01,0,0
,,,,,,,,,,,,,373.04,0,0
,,,,,,,,,,,,,374.07,-0.01,-0.0001558360605
,,,,,,,,,,,,,375.1,-0.01,-0.0001558360605
,,,,,,,,,,,,,376.13,0,0
,,,,,,,,,,,,,377.16,0,0
,,,,,,,,,,,,,378.19,0,0
,,,,,,,,,,,,,379.22,0,0
,,,,,,,,,,,,,380.25,0,0
,,,,,,,,,,,,,381.28,0,0
,,,,,,,,,,,,,382.31,0,0
,,,,,,,,,,,,,383.34,0,0
,,,,,,,,,,,,,384.37,0,0
,,,,,,,,,,,,,385.4,-0.01,-0.0001558360605
,,,,,,,,,,,,,386.43,-0.01,-0.0001558360605
,,,,,,,,,,,,,387.46,0,0
,,,,,,,,,,,,,388.49,0,0
,,,,,,,,,,,,,389.53,0,0
,,,,,,,,,,,,,390.56,0,0
,,,,,,,,,,,,,391.59,-0.01,-0.0001558360605
,,,,,,,,,,,,,392.62,0,0
,,,,,,,,,,,,,393.65,0,0
,,,,,,,,,,,,,394.68,0,0
,,,,,,,,,,,,,395.71,0,0
,,,,,,,,,,,,,396.74,0,0
,,,,,,,,,,,,,397.77,0,0
,,,,,,,,,,,,,398.8,0,0
,,,,,,,,,,,,,399.83,0.01,0.0001558360605